* モンスター図鑑 [#de0cefec]

&color(,#eee){ページ内リンク};
[[001>#no001]] - [[101>#no101]] - [[201>#no201]] - [[301>#no301]] - [[401>#no401]] - [[501>#no501]] - [[601>#no601]] - [[701>#no701]] - [[801>#no801]] - [[901>#no901]] - [[1001>#no1001]] - [[1101>#no1101]] - [[1201>#no1201]] - [[1301>#no1301]] - [[1401>#no1401]] - [[1501>#no1501]] - [[1601>#no1601]] - [[1701>#no1701]] - [[1801>#no1801]] - [[1901>#no1901]] - [[2001>#no2001]] - [[2101>#no2101]] - [[2201>#no2201]] - [[2301>#no2301]] - [[2401>#no2401]] - [[2501>#no2501]] - [[2601>#no2601]] - [[2701>#no2701]] - [[2801>#no2801]] - [[2901>#no2901]] - [[3001>#no3101]] - [[3101>#no3101]] - [[3201>#no3201]]- [[3301>#no3301]]- [[3401>#no3401]]- [[3501>#no3501]]- [[3601>#no3601]]- [[3701>#no3701]]- [[3801>#no3801]]]]- [[3901>#no3901]]]]- [[4001>#no4001]]]]

#style(class=enableFilter){{
|~No|~名称			|~タイプ|~属性|h
|3351|[[司馬懿>モンスター図鑑/3351]]|神|BGCOLOR(#bba6f1):闇|
|3352|[[鬼謀の宣王神・司馬懿>モンスター図鑑/3352]]|神/バランス|BGCOLOR(#bba6f1):闇水|
|3353|[[最後の月牙天衝・黒崎一護>モンスター図鑑/3353]]|神/バランス|BGCOLOR(#bba6f1):闇水|
|3354|[[完全虚化・黒崎一護>モンスター図鑑/3354]]|バランス/悪魔|BGCOLOR(#bba6f1):闇闇|
|3355|[[次の舞『白漣』・朽木ルキア>モンスター図鑑/3355]]|バランス/悪魔|BGCOLOR(#a6f1f1):水光|
|3356|[[山本元柳斎重國>モンスター図鑑/3356]]|体力/神|BGCOLOR(#f1bba6):火|
|3357|[[護廷十三隊総隊長・山本元柳斎重國>モンスター図鑑/3357]]|体力/神|BGCOLOR(#f1bba6):火火|
|3358|[[藍染惣右介>モンスター図鑑/3358]]|神/悪魔|BGCOLOR(#a6f1f1):水|
|3359|[[元五番隊隊長・藍染惣右介>モンスター図鑑/3359]]|神/悪魔|BGCOLOR(#a6f1f1):水闇|
|3360|[[ウルキオラ・シファー>モンスター図鑑/3360]]|回復/悪魔|BGCOLOR(#bba6f1):闇|
|3361|[[第4十刃・ウルキオラ・シファー>モンスター図鑑/3361]]|回復/悪魔|BGCOLOR(#bba6f1):闇光|
|3362|[[グリムジョー・ジャガージャック>モンスター図鑑/3362]]|攻撃/悪魔|BGCOLOR(#a6f1f1):水|
|3363|[[第6十刃・グリムジョー・ジャガージャック>モンスター図鑑/3363]]|攻撃/悪魔|BGCOLOR(#a6f1f1):水木|
|3364|[[市丸ギン>モンスター図鑑/3364]]|攻撃/神|BGCOLOR(#f1f1a6):光|
|3365|[[元三番隊隊長・市丸ギン>モンスター図鑑/3365]]|攻撃/神|BGCOLOR(#f1f1a6):光木|
|3366|[[斬魄刀・流刃若火>モンスター図鑑/3366]]|強化合成用|BGCOLOR(#f1bba6):火|
|3367|[[斬魄刀・鏡花水月>モンスター図鑑/3367]]|強化合成用|BGCOLOR(#a6f1f1):水|
|3368|[[帰刃・黒翼大魔>モンスター図鑑/3368]]|強化合成用|BGCOLOR(#bba6f1):闇|
|3369|[[帰刃・豹王>モンスター図鑑/3369]]|強化合成用|BGCOLOR(#a6f1f1):水|
|3370|[[獄刃の龍機神・バルディン>モンスター図鑑/3370]]|ドラゴン/マシン/悪魔|BGCOLOR(#f1bba6):火闇|
|3371|[[灼剣の龍機神・バルディン>モンスター図鑑/3371]]|ドラゴン/マシン|BGCOLOR(#f1bba6):火|
|3372|[[清杖の龍機神・バルボワ>モンスター図鑑/3372]]|ドラゴン/マシン/神|BGCOLOR(#bbf1a6):木水|
|3373|[[鋼書の龍機神・バルボワ>モンスター図鑑/3373]]|ドラゴン/マシン|BGCOLOR(#bbf1a6):木|
|3374|[[淡雪の白虎・ハク>モンスター図鑑/3374]]|神/ドラゴン|BGCOLOR(#f1bba6):火闇|
|3375|[[聖宴の龍英傑・劉備>モンスター図鑑/3375]]|ドラゴン/攻撃|BGCOLOR(#f1bba6):火木|
|3376|[[聖堂の豊麗神・フレイヤ>モンスター図鑑/3376]]|神/バランス|BGCOLOR(#bbf1a6):木火|
|3377|[[聖祭の夜叉姫・初芽局>モンスター図鑑/3377]]|回復/悪魔|BGCOLOR(#f1bba6):火光|
|3378|[[聖夜の兄妹・ポルックス＆カストル>モンスター図鑑/3378]]|マシン/神|BGCOLOR(#f1f1a6):光闇|
|3379|[[聖夜の来訪者・グレモリー>モンスター図鑑/3379]]|悪魔/神|BGCOLOR(#f1bba6):火|
|3380|[[聖堂の妖精・ピクシー>モンスター図鑑/3380]]|回復|BGCOLOR(#f1f1a6):光|
|3381|[[聖祭の警備員・火の上忍>モンスター図鑑/3381]]|バランス|BGCOLOR(#f1bba6):火|
|3382|[[聖堂の料理魔・パイロデーモン>モンスター図鑑/3382]]|悪魔|BGCOLOR(#f1bba6):火|
|3383|[[転生イシス>モンスター図鑑/3383]]|悪魔/神/回復|BGCOLOR(#a6f1f1):水火|
|3384|[[転生バステト>モンスター図鑑/3384]]|悪魔/バランス/神|BGCOLOR(#bbf1a6):木木|
|3385|[[転生アヌビス>モンスター図鑑/3385]]|悪魔/神/バランス|BGCOLOR(#bba6f1):闇闇|
|3386|[[転生ヤマタノオロチ>モンスター図鑑/3386]]|ドラゴン/体力/神|BGCOLOR(#a6f1f1):水光|
|3387|[[転生スサノオノミコト>モンスター図鑑/3387]]|体力/ドラゴン/神|BGCOLOR(#bbf1a6):木闇|
|3388|[[転生アマテラスオオミカミ>モンスター図鑑/3388]]|回復/体力/神|BGCOLOR(#f1f1a6):光闇|
|3389|[[転生ツクヨミ>モンスター図鑑/3389]]|体力/悪魔/神|BGCOLOR(#bba6f1):闇水|
|3390|[[神国の魔術神・オーディン>モンスター図鑑/3390]]|神/攻撃|BGCOLOR(#bbf1a6):木|
|3391|[[賢泉の秘術神・オーディン>モンスター図鑑/3391]]|神/攻撃|BGCOLOR(#a6f1f1):水|
|3392|[[戦域の幻術神・オーディン>モンスター図鑑/3392]]|神/体力|BGCOLOR(#f1bba6):火|
|3393|[[レイ＆ミルスーツ>モンスター図鑑/3393]]|攻撃/ドラゴン/マシン|BGCOLOR(#f1f1a6):光|
|3394|[[カヲル＆カーリースーツ>モンスター図鑑/3394]]|攻撃/神/マシン|BGCOLOR(#bba6f1):闇|
|3395|[[ミサト＆レイランドレス>モンスター図鑑/3395]]|攻撃/体力|BGCOLOR(#f1bba6):火|
|3396|[[アスカ＆ヤマトタケルスーツ>モンスター図鑑/3396]]|攻撃/ドラゴン|BGCOLOR(#f1bba6):火|
|3397|[[シンジ＆シェアトスーツ>モンスター図鑑/3397]]|攻撃/マシン|BGCOLOR(#a6f1f1):水|
|3398|[[マリ＆セレススーツ>モンスター図鑑/3398]]|攻撃/悪魔|BGCOLOR(#bbf1a6):木|
|3399|[[アヤナミレイ(仮称)＆Mark.09>モンスター図鑑/3399]]|回復/マシン|BGCOLOR(#bba6f1):闇|
|3400|[[アヤナミレイ(仮称)＆Mark.09 覚醒後>モンスター図鑑/3400]]|回復/マシン|BGCOLOR(#bba6f1):闇光|
|3401&aname(no3401);|[[エヴァ零号機のぬいぐるみ>モンスター図鑑/3401]]|強化合成用|BGCOLOR(#f1f1a6):光|
|3402|[[Mark.06のぬいぐるみ>モンスター図鑑/3402]]|強化合成用|BGCOLOR(#bba6f1):闇|
|3403|[[ペンペンのぬいぐるみ>モンスター図鑑/3403]]|強化合成用|BGCOLOR(#f1bba6):火|
|3404|[[エヴァ2号機のぬいぐるみ>モンスター図鑑/3404]]|強化合成用|BGCOLOR(#f1bba6):火|
|3405|[[エヴァ初号機のぬいぐるみ>モンスター図鑑/3405]]|強化合成用|BGCOLOR(#a6f1f1):水|
|3406|[[エヴァ8号機のぬいぐるみ>モンスター図鑑/3406]]|強化合成用|BGCOLOR(#bbf1a6):木|
|3407|[[天帝の子・リン>モンスター図鑑/3407]]|回復/体力|BGCOLOR(#f1f1a6):光火|
|3408|[[カイオウ>モンスター図鑑/3408]]|悪魔|BGCOLOR(#bba6f1):闇|
|3409|[[新世紀創造主・カイオウ>モンスター図鑑/3409]]|悪魔/体力|BGCOLOR(#bba6f1):闇|
|3410|[[バット>モンスター図鑑/3410]]|攻撃|BGCOLOR(#f1f1a6):光|
|3411|[[北斗軍のリーダー・バット>モンスター図鑑/3411]]|攻撃/体力|BGCOLOR(#f1f1a6):光木|
|3412|[[カイオウデビドラ>モンスター図鑑/3412]]|強化合成用|BGCOLOR(#bba6f1):闇|
|3413|[[風神>モンスター図鑑/3413]]|神|BGCOLOR(#bbf1a6):木|
|3414|[[翠角の天鬼姫・風神>モンスター図鑑/3414]]|神/攻撃|BGCOLOR(#bbf1a6):木水|
|3415|[[雷神>モンスター図鑑/3415]]|神|BGCOLOR(#f1f1a6):光|
|3416|[[黄角の天鬼姫・雷神>モンスター図鑑/3416]]|神/攻撃|BGCOLOR(#f1f1a6):光水|
|3417|[[白日の朱雀姫・レイラン>モンスター図鑑/3417]]|神/ドラゴン|BGCOLOR(#f1f1a6):光火|
|3418|[[物見の夜月神・ツクヨミ>モンスター図鑑/3418]]|神/バランス|BGCOLOR(#f1f1a6):光闇|
|3419|[[参詣の星機姫・スピカ>モンスター図鑑/3419]]|マシン/神|BGCOLOR(#f1f1a6):光木|
|3420|[[かるた取りの女王・ジャンヌダルク>モンスター図鑑/3420]]|ドラゴン/攻撃|BGCOLOR(#f1f1a6):光光|
|3421|[[新春の福猫・モニャコ>モンスター図鑑/3421]]|回復|BGCOLOR(#f1f1a6):光|
|3422|[[森川ココネ＆ジョイ>モンスター図鑑/3422]]|バランス|BGCOLOR(#f1f1a6):光火|
|3423|[[流星王ギンガ>モンスター図鑑/3423]]|バランス|BGCOLOR(#bbf1a6):木|
|3424|[[煌天流星王ギンガ>モンスター図鑑/3424]]|バランス|BGCOLOR(#bbf1a6):木光|
|3425|[[碧地の風龍喚士・カエデ アナザー>モンスター図鑑/3425]]|ドラゴン/攻撃|BGCOLOR(#bbf1a6):木光|
|3426|[[流星王ギンガ カード>モンスター図鑑/3426]]|強化合成用|BGCOLOR(#bbf1a6):木|
|3427|[[碧地の風龍喚士・カエデ アナザー カード>モンスター図鑑/3427]]|強化合成用|BGCOLOR(#bbf1a6):木光|
|3428|[[スーパー覚醒マシンゼウス>モンスター図鑑/3428]]|神/マシン|BGCOLOR(#f1f1a6):光|
|3429|[[2体で最強の妖・うしおととら>モンスター図鑑/3429]]|体力/悪魔/攻撃|BGCOLOR(#f1f1a6):光火|
|3430|[[烈火の炎・花菱烈火>モンスター図鑑/3430]]|攻撃/ドラゴン|BGCOLOR(#f1bba6):火火|
|3431|[[真の大妖怪・殺生丸>モンスター図鑑/3431]]|バランス/悪魔|BGCOLOR(#bba6f1):闇光|
|3432|[[たった一つの真実みぬく・名探偵コナン>モンスター図鑑/3432]]|バランス/マシン|BGCOLOR(#a6f1f1):水光|
|3433|[[服部平次>モンスター図鑑/3433]]|バランス|BGCOLOR(#f1f1a6):光|
|3434|[[西の名探偵・服部平次>モンスター図鑑/3434]]|バランス|BGCOLOR(#f1f1a6):光光|
|3435|[[早乙女乱馬>モンスター図鑑/3435]]|攻撃|BGCOLOR(#f1bba6):火|
|3436|[[無差別格闘早乙女流二代目・早乙女乱馬>モンスター図鑑/3436]]|攻撃/体力|BGCOLOR(#f1bba6):火水|
|3437|[[無差別格闘早乙女流二代目・早乙女らんま>モンスター図鑑/3437]]|攻撃/回復|BGCOLOR(#a6f1f1):水火|
|3438|[[天道あかね>モンスター図鑑/3438]]|攻撃|BGCOLOR(#f1f1a6):光|
|3439|[[無差別格闘天道流・天道あかね>モンスター図鑑/3439]]|攻撃|BGCOLOR(#f1f1a6):光水|
|3440|[[本田吾郎>モンスター図鑑/3440]]|攻撃|BGCOLOR(#f1bba6):火|
|3441|[[三船東のエース・茂野吾郎>モンスター図鑑/3441]]|攻撃|BGCOLOR(#f1bba6):火木|
|3442|[[佐藤寿也>モンスター図鑑/3442]]|体力|BGCOLOR(#a6f1f1):水|
|3443|[[友ノ浦中の捕手・佐藤寿也>モンスター図鑑/3443]]|体力|BGCOLOR(#a6f1f1):水闇|
|3444|[[名探偵コナンの単行本2巻>モンスター図鑑/3444]]|強化合成用|BGCOLOR(#f1f1a6):光|
|3445|[[らんま1/2の単行本1巻>モンスター図鑑/3445]]|強化合成用|BGCOLOR(#f1bba6):火|
|3446|[[MAJORの単行本1巻>モンスター図鑑/3446]]|強化合成用|BGCOLOR(#f1bba6):火|
|3447|[[火古龍のアーマーX龍喚士・アナ>モンスター図鑑/3447]]|ドラゴン/バランス|BGCOLOR(#f1bba6):火火|
|3448|[[光槍神・オーディン＝ドラゴン・嵐翼型>モンスター図鑑/3448]]|神/ドラゴン/回復|BGCOLOR(#bbf1a6):木光|
|3449|[[転生インドラ>モンスター図鑑/3449]]|ドラゴン/体力神|BGCOLOR(#f1f1a6):光闇|
|3450|[[転生ヴリトラ>モンスター図鑑/3450]]|ドラゴン/悪魔/神|BGCOLOR(#bba6f1):闇光|
|3451|[[掌砂焦炎神・セト>モンスター図鑑/3451]]|神/体力|BGCOLOR(#f1bba6):火光|
|3452|[[創空星雲神・ヌト>モンスター図鑑/3452]]|神/攻撃|BGCOLOR(#a6f1f1):水木|
|3453|[[還魂冥壌神・オシリス>モンスター図鑑/3453]]|神/悪魔|BGCOLOR(#bbf1a6):木闇|
|3454|[[煌拳聖命神・ハトホル>モンスター図鑑/3454]]|神/攻撃|BGCOLOR(#f1f1a6):光火|
|3455|[[航夜冥霊神・ネフティス>モンスター図鑑/3455]]|神/バランス|BGCOLOR(#bba6f1):闇水|
|3456|[[魔紳士・アザゼル>モンスター図鑑/3456]]|悪魔|BGCOLOR(#bba6f1):闇|
|3457|[[不法の魔紳士・アザゼル>モンスター図鑑/3457]]|悪魔/バランス|BGCOLOR(#bba6f1):闇木|
|3458|[[啓発の魔紳士・アザゼル>モンスター図鑑/3458]]|悪魔|BGCOLOR(#f1f1a6):光|
|3459|[[邪教の魔紳士・アザゼル>モンスター図鑑/3459]]|悪魔/神|BGCOLOR(#f1f1a6):光光|
|3460|[[最強より最高・坊屋春道>モンスター図鑑/3460]]|攻撃/ドラゴン|BGCOLOR(#f1bba6):火光|
|3461|[[伝説の男・林田恵>モンスター図鑑/3461]]|攻撃/体力|BGCOLOR(#f1bba6):火闇|
|3462|[[月島花>モンスター図鑑/3462]]|攻撃|BGCOLOR(#f1bba6):火|
|3463|[[圏外から来た男・月島花>モンスター図鑑/3463]]|攻撃/体力|BGCOLOR(#f1bba6):火光|
|3464|[[花木九里虎>モンスター図鑑/3464]]|攻撃|BGCOLOR(#f1bba6):火|
|3465|[[街で最強の男・花木九里虎>モンスター図鑑/3465]]|攻撃/体力|BGCOLOR(#f1bba6):火火|
|3466|[[武田好誠>モンスター図鑑/3466]]|攻撃/悪魔|BGCOLOR(#bba6f1):闇|
|3467|[[五代目武装戦線頭・武田好誠>モンスター図鑑/3467]]|攻撃/悪魔|BGCOLOR(#bba6f1):闇火|
|3468|[[河内鉄生>モンスター図鑑/3468]]|攻撃/悪魔|BGCOLOR(#bba6f1):闇|
|3469|[[六代目武装戦線頭・河内鉄生>モンスター図鑑/3469]]|攻撃/悪魔|BGCOLOR(#bba6f1):闇光|
|3470|[[藤代拓海>モンスター図鑑/3470]]|攻撃/悪魔|BGCOLOR(#bba6f1):闇|
|3471|[[七代目武装戦線副頭・藤代拓海>モンスター図鑑/3471]]|攻撃/悪魔|BGCOLOR(#bba6f1):闇火|
|3472|[[迫田武文>モンスター図鑑/3472]]|攻撃|BGCOLOR(#f1bba6):火|
|3473|[[鈴蘭の恐竜・迫田武文>モンスター図鑑/3473]]|攻撃|BGCOLOR(#f1bba6):火木|
|3474|[[武藤蓮次>モンスター図鑑/3474]]|攻撃|BGCOLOR(#f1bba6):火|
|3475|[[花組の相談役・武藤蓮次>モンスター図鑑/3475]]|攻撃|BGCOLOR(#f1bba6):火光|
|3476|[[七代目武装戦線頭・村田将五>モンスター図鑑/3476]]|攻撃/悪魔|BGCOLOR(#bba6f1):闇木|
|3477|[[梅星一家の花の学ラン>モンスター図鑑/3477]]|強化合成用|BGCOLOR(#f1bba6):火|
|3478|[[九里虎のケータイ>モンスター図鑑/3478]]|強化合成用|BGCOLOR(#f1bba6):火|
|3479|[[好誠のライダージャケット>モンスター図鑑/3479]]|強化合成用|BGCOLOR(#bba6f1):闇|
|3480|[[鉄生の土産の飴>モンスター図鑑/3480]]|強化合成用|BGCOLOR(#bba6f1):闇|
|3481|[[拓海の武装戦線ジャケット>モンスター図鑑/3481]]|強化合成用|BGCOLOR(#bba6f1):闇|
|3482|[[転生フレイ>モンスター図鑑/3482]]|攻撃/体力/神|BGCOLOR(#f1bba6):火火|
|3483|[[転生イズン＆イズーナ>モンスター図鑑/3483]]|体力/悪魔/神|BGCOLOR(#a6f1f1):水水|
|3484|[[転生フレイヤ>モンスター図鑑/3484]]|悪魔/攻撃/神|BGCOLOR(#bbf1a6):木木|
|3485|[[転生トール>モンスター図鑑/3485]]|悪魔/攻撃/神|BGCOLOR(#f1f1a6):光光|
|3486|[[転生ロキ>モンスター図鑑/3486]]|体力/悪魔/神|BGCOLOR(#bba6f1):闇闇|
|3487|[[転生レイラン>モンスター図鑑/3487]]|体力/攻撃/神|BGCOLOR(#f1bba6):火光|
|3488|[[転生カリン>モンスター図鑑/3488]]|ドラゴン/攻撃/神|BGCOLOR(#a6f1f1):水木|
|3489|[[転生メイメイ>モンスター図鑑/3489]]|体力/攻撃/神|BGCOLOR(#bbf1a6):木闇水|
|3490|[[転生サクヤ>モンスター図鑑/3490]]|ドラゴン/回復/神|BGCOLOR(#f1f1a6):光火|
|3491|[[転生ハク>モンスター図鑑/3491]]|神/回復/攻撃|BGCOLOR(#bba6f1):闇火|
|3492|[[転生アレス>モンスター図鑑/3492]]|悪魔/攻撃/神|BGCOLOR(#f1bba6):火火|
|3493|[[転生ヘルメス>モンスター図鑑/3493]]|悪魔/攻撃/神|BGCOLOR(#a6f1f1):水水|
|3494|[[転生アルテミス>モンスター図鑑/3494]]|攻撃/悪魔/神|BGCOLOR(#bbf1a6):木木|
|3495|[[転生アポロン>モンスター図鑑/3495]]|回復/攻撃/神|BGCOLOR(#f1f1a6):光光|
|3496|[[転生ペルセポネ>モンスター図鑑/3496]]|攻撃/悪魔/神|BGCOLOR(#bba6f1):闇闇|
|3497|[[?>モンスター図鑑/3497]]|||
|3498|[[転生孫権>モンスター図鑑/3498]]|回復/体力/神|BGCOLOR(#a6f1f1):水水|
|3499|[[転生劉備>モンスター図鑑/3499]]|体力/攻撃/神|BGCOLOR(#bbf1a6):木光|
|3500|[[転生大喬小喬>モンスター図鑑/3500]]|神/ドラゴン/バランス|BGCOLOR(#f1f1a6):光光|
|3501&aname(no3501);|[[転生アメノウズメ>モンスター図鑑/3501]]|体力/悪魔/神|BGCOLOR(#f1bba6):火光|
|3502|[[?>モンスター図鑑/3502]]|||
|3503|[[転生クシナダヒメ>モンスター図鑑/3503]]|回復/ドラゴン/神|BGCOLOR(#bbf1a6):木水|
|3504|[[転生イザナギ>モンスター図鑑/3504]]|神/バランス/攻撃|BGCOLOR(#f1f1a6):光木|
|3505|[[?>モンスター図鑑/3505]]|||
|3506|[[転生パンドラ>モンスター図鑑/3506]]|悪魔/体力/神|BGCOLOR(#bba6f1):闇闇|
|3507|[[転生アスタロト>モンスター図鑑/3507]]|悪魔/回復/攻撃|BGCOLOR(#bbf1a6):木闇|
|3508|[[?>モンスター図鑑/3508]]|||
|3509|[[覚醒ヤマトタケル>モンスター図鑑/3509]]|体力/悪魔|BGCOLOR(#f1bba6):火水|
|3510|[[覚醒アンドロメダ>モンスター図鑑/3510]]|バランス/ドラゴン|BGCOLOR(#a6f1f1):水木|
|3511|[[覚醒ペルセウス>モンスター図鑑/3511]]|攻撃/マシン|BGCOLOR(#bbf1a6):木闇|
|3512|[[覚醒孫悟空>モンスター図鑑/3512]]|ドラゴン/攻撃|BGCOLOR(#f1f1a6):光木|
|3513|[[救書の灰幻魔・イルミナ>モンスター図鑑/3513]]|悪魔/体力|BGCOLOR(#f1f1a6):光火|
|3514|[[裁槌の鋼星神・エルゲヌビ>モンスター図鑑/3514]]|マシン/神|BGCOLOR(#f1bba6):火闇|
|3515|[[浄弓の鋼星神・メリディオナリス>モンスター図鑑/3515]]|マシン/神|BGCOLOR(#a6f1f1):水木|
|3516|[[探訪の獄幻姫・ロミア>モンスター図鑑/3516]]|悪魔/体力|BGCOLOR(#bbf1a6):木闇|
|3517|[[輝翼の閃龍喚仕・ナヴィ>モンスター図鑑/3517]]|ドラゴン/神|BGCOLOR(#f1f1a6):光水|
|3518|[[獄刃の機工士・バーバラ>モンスター図鑑/3518]]|ドラゴン/マシン|BGCOLOR(#bba6f1):闇火|
|3519|[[掃瓶の鋼星神・クヴィア>モンスター図鑑/3519]]|マシン/神|BGCOLOR(#f1bba6):火水|
|3520|[[怪面の魔公女・メル>モンスター図鑑/3520]]|悪魔/攻撃|BGCOLOR(#a6f1f1):水火|
|3521|[[聖戦の記録者・ミト>モンスター図鑑/3521]]|神/回復|BGCOLOR(#bbf1a6):木光|
|3522|[[山守神の龍巫女・モミジ>モンスター図鑑/3522]]|ドラゴン/攻撃|BGCOLOR(#f1f1a6):光木|
|3523|[[近世の紫龍喚仕・シーナ>モンスター図鑑/3523]]|神/攻撃|BGCOLOR(#bba6f1):闇光|
|3524|[[水華の喜女神・ウルカ>モンスター図鑑/3524]]|神/ドラゴン|BGCOLOR(#a6f1f1):水闇|
|3525|[[冥星の喜女神・ウルカ>モンスター図鑑/3525]]|神/ドラゴン|BGCOLOR(#bba6f1):闇水|
|3526|[[静装の龍機博士・ジュリ>モンスター図鑑/3526]]|ドラゴン/マシン|BGCOLOR(#a6f1f1):水木|
|3527|[[清杖装の龍機博士・ジュリ>モンスター図鑑/3527]]|ドラゴン/マシン|BGCOLOR(#a6f1f1):水木|
|3528|[[ソニアガチャドラ>モンスター図鑑/3528]]|強化合成用/売却用|BGCOLOR(#f1bba6):火闇|
|3529|[[レアガチャドラ>モンスター図鑑/3529]]|強化合成用/売却用|BGCOLOR(#f1f1a6):光|
|3530|[[ガチャドラ>モンスター図鑑/3530]]|強化合成用/売却用|BGCOLOR(#bbf1a6):木|
|3531|[[覚醒ベリアル>モンスター図鑑/3531]]|悪魔/攻撃|BGCOLOR(#f1bba6):火水|
|3532|[[覚醒アモン>モンスター図鑑/3532]]|悪魔/ドラゴン|BGCOLOR(#a6f1f1):水木|
|3533|[[覚醒バアル>モンスター図鑑/3533]]|悪魔/マシン|BGCOLOR(#f1f1a6):光火|
|3534|[[聖戦の調停者・メタトロン>モンスター図鑑/3534]]|神/攻撃|BGCOLOR(#f1f1a6):光|
|3535|[[神理の裁断者・メタトロン>モンスター図鑑/3535]]|神/バランス|BGCOLOR(#bba6f1):闇|
|3536|[[浄灯の魔導姫・アルス＝ノウァ>モンスター図鑑/3536]]|攻撃/悪魔|BGCOLOR(#f1f1a6):光火|
|3537|[[邪翔の魔導姫・ゴエティア>モンスター図鑑/3537]]|体力/悪魔|BGCOLOR(#bba6f1):闇木|
|3538|[[賢玉龍・ネルヴァ>モンスター図鑑/3538]]|ドラゴン|BGCOLOR(#f1bba6):火|
|3539|[[灼羽の大賢龍・ネルヴァ>モンスター図鑑/3539]]|ドラゴン/マシン/神|BGCOLOR(#f1bba6):火水|
|3540|[[賢玉龍・メルクリア>モンスター図鑑/3540]]|ドラゴン|BGCOLOR(#a6f1f1):水|
|3541|[[海角の大賢龍・メルクリア>モンスター図鑑/3541]]|ドラゴン/マシン/攻撃|BGCOLOR(#a6f1f1):水闇|
|3542|[[賢玉龍・バッケス>モンスター図鑑/3542]]|ドラゴン|BGCOLOR(#bbf1a6):木|
|3543|[[峰角の大賢龍・バッケス>モンスター図鑑/3543]]|ドラゴン/マシン/体力|BGCOLOR(#bbf1a6):木光|
|3544|[[賢玉龍・アポルォ>モンスター図鑑/3544]]|ドラゴン|BGCOLOR(#f1f1a6):光|
|3545|[[陽輪の大賢龍・アポルォ>モンスター図鑑/3545]]|ドラゴン/マシン/回復|BGCOLOR(#f1f1a6):光火|
|3546|[[賢玉龍・ディエナ>モンスター図鑑/3546]]|ドラゴン|BGCOLOR(#bba6f1):闇|
|3547|[[月角の大賢龍・ディエナ>モンスター図鑑/3547]]|ドラゴン/マシン/悪魔|BGCOLOR(#bba6f1):闇木|
|3548|[[煌炎剣の勇士・クラウソラス>モンスター図鑑/3548]]|攻撃|BGCOLOR(#f1bba6):火光|
|3549|[[麗湖剣の勇士・アロンダイト>モンスター図鑑/3549]]|攻撃|BGCOLOR(#a6f1f1):水光|
|3550|[[雷石剣の勇士・カラドボルグ>モンスター図鑑/3550]]|攻撃|BGCOLOR(#bbf1a6):木光|
|3551|[[陰陽剣の勇士・干将莫耶>モンスター図鑑/3551]]|攻撃|BGCOLOR(#f1f1a6):光闇|
|3552|[[樹霊槍の勇士・ミストルテイン>モンスター図鑑/3552]]|攻撃|BGCOLOR(#bba6f1):闇木|
|3553|[[時代の選びし者・緋村剣心>モンスター図鑑/3553]]|攻撃/ドラゴン|BGCOLOR(#f1bba6):火火|
|3554|[[壬生の狼・斎藤一>モンスター図鑑/3554]]|攻撃|BGCOLOR(#bba6f1):闇|
|3555|[[新津覚之進>モンスター図鑑/3555]]|バランス|BGCOLOR(#f1f1a6):光|
|3556|[[比古清十郎>モンスター図鑑/3556]]|バランス|BGCOLOR(#f1f1a6):光|
|3557|[[柏崎念至>モンスター図鑑/3557]]|バランス|BGCOLOR(#bba6f1):闇|
|3558|[[隠密御庭番衆翁・柏崎念至>モンスター図鑑/3558]]|バランス|BGCOLOR(#bba6f1):闇木|
|3559|[[駒形由美>モンスター図鑑/3559]]|悪魔|BGCOLOR(#f1bba6):火|
|3560|[[”夜伽”・駒形由美>モンスター図鑑/3560]]|悪魔/回復|BGCOLOR(#f1bba6):火水|
|3561|[[鵜堂刃衛>モンスター図鑑/3561]]|悪魔|BGCOLOR(#bba6f1):闇|
|3562|[[黒笠・鵜堂刃衛>モンスター図鑑/3562]]|悪魔|BGCOLOR(#bba6f1):闇闇|
|3563|[[新津覚之進の陶芸作品>モンスター図鑑/3563]]|強化合成用|BGCOLOR(#f1f1a6):光|
|3564|[[鋼鉄製の鉤棍>モンスター図鑑/3564]]|強化合成用|BGCOLOR(#bba6f1):闇|
|3565|[[?>モンスター図鑑/3565]]|||
|3566|[[木古龍のアーマーX龍喚士・アナ>モンスター図鑑/3566]]|ドラゴン/バランス|BGCOLOR(#bbf1a6):木木|
|3567|[[?>モンスター図鑑/3567]]|||
|3568|[[?>モンスター図鑑/3568]]|||
|3569|[[救炎の星天使・ロズエル>モンスター図鑑/3569]]|神/体力|BGCOLOR(#f1bba6):火火|
|3570|[[天測の星天使・ファミエル>モンスター図鑑/3570]]|神/体力|BGCOLOR(#a6f1f1):水|
|3571|[[旋掌の星天使・リュエル>モンスター図鑑/3571]]|神/攻撃|BGCOLOR(#bbf1a6):木木|
|3572|[[闘光の星天使・アリエル>モンスター図鑑/3572]]|神/体力|BGCOLOR(#f1f1a6):光光|
|3573|[[響杖の星天使・ルミエル>モンスター図鑑/3573]]|神/攻撃|BGCOLOR(#bba6f1):闇|
|3574|[[天焦の五龍喚士・ディアラ>モンスター図鑑/3574]]|ドラゴン/攻撃|BGCOLOR(#f1bba6):火|
|3575|[[干潮の八龍喚士・グラト>モンスター図鑑/3575]]|ドラゴン/攻撃|BGCOLOR(#a6f1f1):水|
